id,intent,tone,conf
53113,Economic,Alarmist,0.5554651299246184
53112,Economic,Alarmist,0.5554651299246184
53111,Economic,Alarmist,0.5554651299246184
53110,Economic,Alarmist,0.5554651299246184
53109,Economic,Alarmist,0.4195141268021716
53107,Economic,Alarmist,0.5554651299246184
53106,SocialFragility,Sensationalist,0.3915023466086762
53105,Economic,Alarmist,0.5554651299246184
53471,SocialFragility,Factual,0.5850347563037175
53472,Economic,Sensationalist,0.386289523070947
53473,Economic,Sensationalist,0.42925657420309343
53474,SocialFragility,Sensationalist,0.4363807025838458
53475,SocialFragility,Sensationalist,0.34983928166813966
53202,SocialFragility,Sensationalist,0.3163907556067609
53522,Economic,Alarmist,0.305202101554482
53124,Economic,Alarmist,0.3207343390678535
53520,Economic,Factual,0.6538725146037204
53125,Economic,Alarmist,0.3207343390678535
53126,Economic,Alarmist,0.3207343390678535
53127,Economic,Alarmist,0.3207343390678535
53128,Economic,Alarmist,0.3207343390678535
53129,Economic,Alarmist,0.3207343390678535
53130,Economic,Alarmist,0.3207343390678535
53131,SocialFragility,Sensationalist,0.6145240121657909
53477,Economic,Alarmist,0.4297894297551953
53478,Economic,Alarmist,0.31670720744053693
53479,SocialFragility,Sensationalist,0.2937027120578626
53362,SocialFragility,Sensationalist,0.33546284304272916
53363,Economic,Alarmist,0.37734758760280507
53480,Economic,Sensationalist,0.29478625424983523
53122,Economic,Alarmist,0.3207343390678535
53123,SocialFragility,Cynical,0.39112117886543274
53303,Economic,Cynical,0.3392093672818329
53476,Economic,Alarmist,0.31670720744053693
53121,SocialFragility,Cynical,0.4065423607826233
53132,SocialFragility,Sensationalist,0.4811093193460663
53137,SocialFragility,Sensationalist,0.44566241222026304
53138,Economic,Cynical,0.4483809789213722
53139,SocialFragility,Cynical,0.34613310603554354
53140,Economic,Sensationalist,0.332203209400177
53141,SocialFragility,Sensationalist,0.39687692961354165
53142,SocialFragility,Alarmist,0.38962218165397644
53143,SocialFragility,Alarmist,0.38962218165397644
53144,SocialFragility,Alarmist,0.38962218165397644
53145,SocialFragility,Alarmist,0.38962218165397644
53146,SocialFragility,Alarmist,0.38962218165397644
53147,SocialFragility,Alarmist,0.38962218165397644
53148,SocialFragility,Alarmist,0.38962218165397644
53149,SocialFragility,Alarmist,0.38962218165397644
53150,SocialFragility,Cynical,0.3941969871520996
53151,Other,neutral,0.0
53152,Economic,Cynical,0.3243818888991716
53203,SocialFragility,Sensationalist,0.443638748336162
53243,Economic,Alarmist,0.35545112641326987
53244,SocialFragility,Alarmist,0.35052756697035425
53493,SocialFragility,Alarmist,0.5007221420334904
53481,SocialFragility,Sensationalist,0.38640944928466886
53482,Economic,Sensationalist,0.37325508167032817
53483,Economic,Sensationalist,0.314119160216606
53484,Economic,Sensationalist,0.41048407212282956
53485,Economic,Factual,0.43700890594861663
53133,SocialFragility,Sensationalist,0.4950105353352115
53134,SocialFragility,Sensationalist,0.3935229182243347
53135,SocialFragility,Sensationalist,0.39579862356185913
53136,SocialFragility,Alarmist,0.4959494574424681
53364,SocialFragility,Sensationalist,0.3796133154314152
53199,Sovereignty,Alarmist,0.7948843356542317
53311,SocialFragility,Alarmist,0.4377881296814187
53310,Economic,Factual,0.625068186921093
53309,SocialFragility,Sensationalist,0.549485467360793
53308,SocialFragility,Cynical,0.3433342854785875
53307,SocialFragility,Sensationalist,0.549485467360793
53306,SocialFragility,Alarmist,0.31903806126542006
53305,SocialFragility,Sensationalist,0.549485467360793
53304,SocialFragility,Sensationalist,0.44751834869384766
53162,SocialFragility,Sensationalist,0.4162353430638231
53322,SocialFragility,Factual,0.32916550249300663
53321,SocialFragility,Factual,0.7207196609838528
53319,SocialFragility,Sensationalist,0.39100561972352765
53318,Economic,Sensationalist,0.2828458249568939
53317,SocialFragility,Sensationalist,0.3972495198249817
53316,SocialFragility,Alarmist,0.5191119246420234
53315,SocialFragility,Factual,0.39008622992597053
53314,SocialFragility,Factual,0.39008622992597053
53313,SocialFragility,Alarmist,0.5737954526612349
53312,SocialFragility,Factual,0.39008622992597053
53523,Economic,Alarmist,0.502720337622653
53487,Economic,Sensationalist,0.38128766417503357
53488,Economic,Sensationalist,0.43041276931762695
53489,Economic,Alarmist,0.3513845689188902
53490,Economic,Sensationalist,0.4461841583251953
53153,SocialFragility,Sensationalist,0.5018984452332604
53155,SocialFragility,Cynical,0.36820203270835206
53156,SocialFragility,Alarmist,0.40282102006214165
53157,SocialFragility,Sensationalist,0.3609791486575836
53158,SocialFragility,Sensationalist,0.5396335612407241
53159,SocialFragility,Alarmist,0.3655107528440844
53160,SocialFragility,Alarmist,0.3655107528440844
53161,SocialFragility,Alarmist,0.3655107528440844
53163,SocialFragility,Alarmist,0.3607573252912607
53164,SocialFragility,Sensationalist,0.5396335612407241
53249,Economic,Cynical,0.3632040023803711
53248,Economic,Alarmist,0.4583235319781414
53247,Economic,Factual,0.3315232439410189
53246,Economic,Cynical,0.35747886407037865
53245,SocialFragility,Cynical,0.34245999077478584
53165,SocialFragility,Sensationalist,0.4045205500149722
53365,SocialFragility,Alarmist,0.37391108070341794
53250,SocialFragility,Alarmist,0.4700835018732613
53171,SocialFragility,Alarmist,0.3264998086229092
53169,SocialFragility,Alarmist,0.34546850890468245
53170,SocialFragility,Alarmist,0.3568418749690133
53251,SocialFragility,Alarmist,0.5217114337108162
53366,SocialFragility,Sensationalist,0.41482681318646164
53486,Economic,Cynical,0.3509302134340821
53325,SocialFragility,Sensationalist,0.37940834761947423
53323,SocialFragility,Sensationalist,0.6332075912739644
53174,SocialFragility,Sensationalist,0.5522862914935435
53491,Economic,Sensationalist,0.3924546241760254
53492,SocialFragility,Factual,0.45498584751801163
53176,Economic,Cynical,0.34668694641205633
53154,Economic,Cynical,0.3505704281633507
53324,SocialFragility,Factual,0.674599888541658
53166,SocialFragility,Cynical,0.3709153146521219
53167,SocialFragility,Alarmist,0.6713873836717711
53172,SocialFragility,Cynical,0.3374578931386188
53177,Economic,Cynical,0.4409350329374464
53320,SocialFragility,Factual,0.748893427395771
53168,SocialFragility,Alarmist,0.3264998086229092
53175,SocialFragility,Alarmist,0.39595553291616
53178,SocialFragility,Sensationalist,0.6010547307048898
53173,SocialFragility,Alarmist,0.3545290340601106
53519,SocialFragility,Alarmist,0.382538765668869
